record_id,entity_id,Source,Name,Surname,birth_date,Sex,Place Of Birth,Nationality,Codice Belfiore
rec_420,entity_1460,B,Mehdi,Reda,03/18/1986,M,Marocco,Marocco,Z330
rec_425,entity_819,B,Michelangelo,Crispi,03/19/1968,M,Italia,Italia,G674
rec_426,entity_1939,B,Ymer Bej,Shijaku,01/18/1984,M,Albania,Albania,Z100
rec_428,entity_1233,B,Vitaliano,Masotti,06/08/1986,M,Italia,Italia,A026
rec_430,entity_1690,B,Beqir,Rusi,01/14/1988,M,Albania,Albania,Z100
rec_432,entity_1282,B,Mario,Celon,01/09/1973,M,Italia,Italia,G482
rec_434,entity_1209,B,Lando,Anguissola,07/10/1972,M,Italia,Italia,F839
rec_435,entity_60,B,Crustina,Pabst,07/27/1981,F,Italia,Italia,E958
rec_438,entity_949,B,Geminio,Ognio,11/09/1989,M,Italia,Italia,L483
rec_441,entity_1670,B,Branislav,Mitrovi,06/15/1991,M,Serbia,Serbia,Z158
rec_443,entity_1990,B,Veli,Dedi,03/29/1974,M,Albania,Albania,Z100
rec_448,entity_887,B,Giacomo,Di Segni,02/03/1987,M,Italia,Italia,F158
rec_449,entity_963,B,Gioachino,Piccinni,07/13/1969,M,Italia,Italia,I462
rec_452,entity_452,B,Gianluigi,Venditti,06/17/1994,M,Italia,Italia,H978
rec_453,entity_856,B,Carlo,Mattioli,10/06/1999,M,Italia,Italia,H114
rec_454,entity_483,B,Armando,Bertoli,01/11/1970,M,Italia,Italia,M088
rec_456,entity_1154,B,Marii,Moschi,06/14/1967,M,Italia,Italia,F257
rec_457,entity_1494,B,Gustavo,Ramirez,08/14/1997,M,Peru,Peru,Z611
rec_458,entity_877,B,Francesco,Luciani,01/30/1965,M,Italia,Italia,H501
rec_464,entity_1527,B,Abdel Majid,Hadry,10/30/1979,M,Marocco,Marocco,Z330
rec_465,entity_293,B,Guglielmo,Del Bimbo,05/23/1968,M,Italia,Italia,D612
rec_469,entity_970,B,Enzo,Sacchi,11/13/1975,M,Italia,Italia,C927
rec_473,entity_714,B,Sergio,Carvpreso,10/06/1968,M,Italia,Italia,C933
rec_480,entity_1434,B,Abdelhadi,Legdali,09/06/1989,M,Marocco,Marocco,Z330
rec_482,entity_1468,B,Mohamed,Jelili,03/31/1981,M,Tunisia,Tunisia,Z352
rec_494,entity_117,B,Michele,Zerial,09/14/1974,M,Italia,Italia,F839
rec_500,entity_184,B,Rossi,Antonio,10/24/1980,M,Italia,Italia,L328
rec_501,entity_1406,B,Sorni,Petcu,04/13/1977,M,Romania,Romania,Z129
rec_507,entity_1659,B,Alex,Martinez,10/04/1976,M,Ecuador,Ecuador,Z605
rec_514,entity_1623,B,Aurel,Macsrencu,08/21/1995,M,Romania,Romania,Z129
rec_515,entity_1743,B,Imed Ben,Younes,07/12/1974,M,Tunisia,Tunisia,Z352
rec_517,entity_636,B,Fedele,Sbarbaro,01/31/1995,M,Italia,Italia,L407
rec_518,entity_1066,B,Federico,Cappellazzo,03/24/1997,M,Italia,Italia,I551
rec_520,entity_783,B,Adamo,Antonioni,01/07/1974,M,Italia,Italia,E281
rec_521,entity_1046,B,Claudio,Fiorentini,04/15/1966,M,Italia,Italia,H703
rec_523,entity_1784,B,Abdellah,Zoubir,01/14/1988,M,Marocco,Marocco,Z330
rec_524,entity_175,B,Francesco,Pietrasanta,09/10/1995,M,Italia,Italia,G999
rec_526,entity_545,B,Francesco,Casolari,06/23/1987,M,Italia,Italia,C134
rec_541,entity_252,B,Orlando,Leopardi,08/15/1966,M,Italia,Italia,F205
rec_547,entity_1617,B,Khalid,Tigazouine,10/24/1997,M,Marocco,Marocco,Z330
rec_555,entity_266,B,Ludovico,Zabarella,01/09/1951,M,Italia,Italia,F205
rec_556,entity_1130,B,Valerio,Cleri,04/22/1999,M,Italia,Italia,A182
rec_558,entity_186,B,Clemente,Ossola,09/22/1997,M,Uruguay,Italia,Z613
rec_570,entity_53,B,Daria Camilla,Fantoni,02/22/1994,F,Italia,Italia,E625
rec_572,entity_115,B,Vezio,Sacratini,05/27/1961,M,Italia,Italia,H224
rec_573,entity_1615,B,Aboulaye,Traor,11/26/1989,M,Mali,Mali,Z329
rec_574,entity_15,B,Elena,Lagorara,07/19/1947,F,Italia,Italia,C286
rec_578,entity_760,B,Pier Luigi,Vestrini,04/15/1964,M,Italia,Italia,D086
rec_584,entity_265,B,Angelo,Vassallo,02/27/1962,M,Italia,Italia,L736
rec_589,entity_1069,B,Flavio,Novaro,09/07/1995,M,Italia,Italia,B905
rec_590,entity_315,B,Gianpietro,Guinzzelli,09/03/1980,M,Italia,Italia,H834
rec_591,entity_1111,B,Aeturo,Trapanese,08/01/1974,M,Italia,Italia,F416
rec_594,entity_1910,B,Mahdi,Ouatine,09/09/1995,M,Marocco,Marocco,Z330
rec_596,entity_429,B,Arsenio,Tommaseo,12/24/1982,M,Italia,Italia,C351
rec_603,entity_1420,B,Sorin,Poenaru,04/07/1978,M,Romania,Romania,Z129
rec_605,entity_304,B,Philip,Gaetano,03/19/1971,M,Italia,Italia,F205
rec_606,entity_1963,B,Raymondy,Narh,06/19/1987,M,Ghana,Ghana,Z318
rec_607,entity_547,B,Stefano,Tempesti,10/08/1989,M,Italia,Italia,H501
rec_610,entity_941,B,Edgardo,Toetti,11/16/1979,M,Italia,Italia,E216
rec_612,entity_415,B,Orazio,Berlusconi,10/12/1951,M,Italia,Italia,A124
rec_616,entity_1119,B,Mario,Riccoboni,11/12/1978,M,Italia,Italia,G843
rec_617,entity_494,B,Luigi Walt3r,Moretti,12/14/1974,M,Italia,Italia,F257
rec_622,entity_40,B,Nikoleta,Stefanova,01/12/1974,F,Italia,Italia,F205
rec_625,entity_1169,B,Giuseppe,D'Urso,11/11/2000,M,Italia,Italia,F924
rec_630,entity_191,B,Mauro,Bernardo,03/07/1965,M,Italia,Italia,B354
rec_631,entity_900,B,Gioacchino,Guaragna,08/18/1960,M,Italia,Italia,I820
rec_632,entity_728,B,Davide,Bresadola,10/05/1992,M,Italia,Italia,B180
rec_633,entity_1560,B,Carlos Mario,Oquendo Zabala,08/30/1986,M,Colombia,Colombia,Z604
rec_640,entity_801,B,Walter,Gradenigo,01/26/1978,M,Italia,Italia,D612
rec_644,entity_63,B,Marialaura,Simonetto,08/21/1989,F,Italia,Italia,L719
rec_645,entity_313,B,Michele,Pelliccia,02/24/1993,M,Italia,Italia,B455
rec_649,entity_938,B,Francesco,Bottaro,02/02/1980,M,Italia,Italia,L872
rec_652,entity_190,B,Saverio,Ragno,11/21/1961,M,Italia,Italia,D643
rec_655,entity_581,B,Giulio,Dossetti,12/03/1969,M,Italia,Italia,L845
rec_662,entity_467,B,Andrea,Jory,07/02/1967,M,Italia,Italia,C621
rec_663,entity_914,B,Luigi,Ruspoli,11/19/1961,M,Italia,Italia,I921
rec_665,entity_862,B,Constanzo,Mangino,04/18/1996,M,Italia,Italia,L259
rec_667,entity_1245,B,Pietro,Marconi,07/27/1976,M,Italia,Italia,I577
rec_668,entity_5,B,Clara Maria,Mochi,07/12/1986,F,Italia,Italia,H930
rec_672,entity_1936,B,Ghariani,Fethi,07/12/1997,M,Tunisia,Tunisia,Z352
rec_676,entity_1363,B,Ali,Annabi,12/20/1992,M,Tunisia,Tunisia,Z352
rec_679,entity_1028,B,Gianni,Caldwna,11/22/1962,M,Italia,Italia,C514
rec_680,entity_300,B,Rodolfo,Rambozzi,06/16/1983,M,Italia,Italia,A963
rec_683,entity_1657,B,Ovodiu,Forai,10/29/1964,M,Romania,Romania,Z129
rec_684,entity_146,B,Gianni,Patrignani,11/02/1967,M,Italia,Italia,A515
rec_685,entity_32,B,Cristina,Sciolla,08/22/1973,F,Italia,Italia,I726
rec_693,entity_877,B,Francesco,Luciani,01/30/1965,M,Italia,Italia,H501
rec_694,entity_1689,B,Lazaro Maikel,Ruiz Gasso,11/29/1991,M,Cuba,Cuba,Z504
rec_697,entity_1730,B,Roman,Vartolomeu,08/20/1984,M,Romania,Romania,Z129
rec_698,entity_1651,B,Raul Girardo,Mazorra Zamora,05/29/1999,M,Cuba,Cuba,Z504
rec_701,entity_812,B,Lukgi,Favretti,07/23/1973,M,Italia,Italia,D508
rec_703,entity_856,B,Carlo,Mattioli,10/06/1999,M,Italia,Italia,H114
rec_710,entity_1555,B,Moussa,Aouanouk,09/23/1993,M,Algeria,Algeria,Z301
rec_721,entity_147,B,Simone,Pedrazzini,12/21/1964,M,Italia,Italia,C573
rec_724,entity_483,B,Armando,Bertoli,01/11/1970,M,Italia,Italia,M088
rec_728,entity_1996,B,Jaddor Hamadi Ben,Haddou,01/24/2000,M,Marocco,Marocco,Z330
rec_738,entity_3,B,Norma,Murabito,12/07/1970,F,Italia,Italia,A944
rec_744,entity_445,B,Cor5ado,Navarria,07/02/1979,M,Italia,Italia,A530
rec_749,entity_187,B,Gianfranco,Pisacane,03/08/1993,M,Italia,Italia,F585
rec_751,entity_1258,B,Tommaso,Dotti,07/31/1992,M,Italia,Italia,A662
rec_756,entity_237,B,Lamberto,Togliatti,09/04/1966,M,Italia,Italia,C514
rec_759,entity_328,B,Arsenio,Canova,01/26/1993,M,Italia,Italia,A345
rec_762,entity_1870,B,Ndre,Mjeda,05/12/1981,M,Albania,Albania,Z100
rec_763,entity_556,B,Gastonle,Baldi,04/28/1987,M,Italia,Italia,F257
rec_764,entity_1972,B,Otmane,El-Assas,11/23/1986,M,Marocco,Marocco,Z330
rec_766,entity_629,B,Donato,Trussardi,03/20/1974,M,Italia,Italia,D656
rec_767,entity_131,B,Alessandro,Pistone,09/30/1960,M,Italia,Italia,E506
rec_768,entity_788,B,Guglielmo Giovanni,Brezzi,06/02/1969,M,Francia,Italia,Z110
rec_770,entity_99,B,Giacomo,Puosi,01/09/1980,M,Italia,Italia,F839
rec_773,entity_1430,B,Ahmed Muhammad,Khan,12/21/1975,M,India,India,Z222
rec_774,entity_309,B,Alessandro,Brogini,10/17/1954,M,Italia,Italia,C773
rec_775,entity_902,B,Gustavo,Conti,08/31/1948,M,Italia,Italia,L273
rec_777,entity_867,B,Emanuele,Abate,05/16/1988,M,Italia,Italia,H269
rec_778,entity_1793,B,Bouzid,Mahiouz,05/15/1974,M,Algeria,Algeria,Z301
rec_783,entity_141,B,Nicola,Brunelleschi,04/29/1969,M,Italia,Italia,C986
rec_789,entity_25,B,Margherita,Zalaffi,04/02/1983,F,Italia,Italia,G482
rec_796,entity_414,B,Simone,Montesano,12/19/1978,M,Italia,Italia,B963
rec_798,entity_280,B,Nino,Carullo,03/29/1980,M,Italia,Italia,L378
rec_800,entity_332,B,Riccardo,Ferri,02/25/1977,M,Italia,Italia,F839
rec_802,entity_1865,B,Hafiz,Ismeti,02/06/1971,M,Albania,Albania,Z100
rec_805,entity_306,B,Luciano,Bona,11/02/1971,M,Italia,Italia,C129
rec_806,entity_201,B,Danilo,Samele,06/20/1969,M,Italia,Italia,H501
rec_811,entity_1225,B,Giuseppe,Gregorio,07/05/1970,M,Italia,Italia,L833
rec_812,entity_1202,B,Sandro,Gualtieri,03/02/1975,M,Italia,Italia,D488
rec_817,entity_1636,B,Lahcrn,Abrami,01/21/1979,M,Marocco,Marocco,Z330
rec_818,entity_738,B,Raffaello,Barsanti,02/26/1976,M,Italia,Italia,G999
rec_819,entity_64,B,Diletta,Giampiccolo,01/21/1973,F,Italia,Italia,D969
rec_822,entity_1195,B,Pietro,Borsettie,02/15/1971,M,Italia,Italia,C469
rec_826,entity_1389,B,Abbas,Mohamed,08/08/1980,M,Nigeria,Nigeria,Z335
rec_827,entity_928,B,Laureano,Fusani,07/01/1963,M,Italia,Italia,F205
rec_829,entity_400,B,Gabriele,Magni,08/03/1973,M,Italia,Italia,G273
rec_830,entity_328,B,Arsenio,Canova,01/26/1993,M,Italia,Italia,A345
rec_831,entity_107,B,Giovanni,Abagnale,02/03/1965,M,Italia,Italia,D390
rec_833,entity_1593,B,Vilmo,Szabo,08/20/1972,M,Romania,Romania,Z129
rec_835,entity_90,B,Ugo,Locatelli,10/26/1963,M,Italia,Italia,H240
rec_836,entity_1191,B,Gabriele,Salviati,05/29/1987,M,Italia,Italia,L155
rec_838,entity_882,B,Mauro,Ruggieri,09/01/1987,M,Italia,Italia,H501
rec_839,entity_1990,B,Veli,Dedi,03/29/1974,M,Albania,Albania,Z100
rec_840,entity_1439,B,Zarugh,Jamal,09/05/1977,M,Libia,Libia,Z326
rec_841,entity_1366,B,Sarath Prasanna,Gamage,10/16/1973,M,Sri Lanka,Sri Lanka,Z209
rec_842,entity_1093,B,Pieralberto,Carrara,05/13/1966,M,Italia,Italia,C523
rec_843,entity_1264,B,Armido,Rizzetto,02/10/1991,M,Italia,Italia,L219
rec_844,entity_939,B,Ernesto,Casellati,04/15/1990,M,Italia,Italia,M172
rec_851,entity_535,B,Giulio,Rusticucci,04/11/1970,M,Italia,Italia,H501
rec_852,entity_1167,B,Mauro,Calvo,06/22/1985,M,Italia,Italia,M122
rec_853,entity_1890,B,Naoufel,Rabah,08/12/2003,M,Tunisia,Tunisia,Z352
rec_854,entity_1963,B,Raymondy,Narh,06/19/1987,M,Ghana,Ghana,Z318
rec_858,entity_875,B,Alberto,Senigagliesi,06/11/1987,M,Italia,Italia,M088
rec_862,entity_167,B,Ciro,Mercadante,02/11/1959,M,Italia,Italia,D704
rec_867,entity_1762,B,Julius Obiefuma,Chigbolu,06/18/1975,M,Nigeria,Nigeria,Z335
rec_880,entity_207,B,Cesate,Valle,12/09/1953,M,Italia,Italia,L142
rec_882,entity_831,B,Francesco Filippo,Bizzoni,08/14/1973,M,Italia,Italia,G282
rec_890,entity_654,B,Umberto,Mozart,07/13/2001,M,Italia,Italia,D786
rec_894,entity_1176,B,Christian,Mura,04/08/1986,M,Italia,Italia,G371
rec_898,entity_156,B,Roberto,Gamper,06/30/1987,M,Italia,Italia,D236
rec_900,entity_77,B,Gustavo,Crispi,09/20/1995,M,Italia,Italia,C773
rec_902,entity_948,B,Mario Umberto,De Silva,08/02/1987,M,Italia,Italia,M295
rec_903,entity_1882,B,Abdel Hamid,Slimani,01/06/1988,M,Marocco,Marocco,Z330
rec_906,entity_1691,B,Subbaiah,Bopaiah,11/05/1984,M,India,India,Z222
rec_909,entity_659,B,Piero,Giovine,12/26/1989,M,Italia,Italia,A522
rec_921,entity_812,B,Lukgi,Favretti,07/23/1973,M,Italia,Italia,D508
rec_928,entity_1120,B,Roland,Ramoser,07/19/1985,M,Italia,Italia,F839
rec_930,entity_1832,B,Sunday,Emmanuel,06/03/1986,M,Nigeria,Nigeria,Z335
rec_931,entity_360,B,Gennaro,Riccati,01/07/1965,M,Italia,Italia,H501
rec_932,entity_1377,B,Anthony Emmanuel,Mmoh,03/01/1979,M,Nigeria,Nigeria,Z335
rec_937,entity_789,B,Cipriano,Zacco,07/07/2001,M,Italia,Italia,H501
rec_938,entity_996,B,Amadeo,Borsellino,02/24/1966,M,Germania,Italia,Z112
rec_942,entity_592,B,Micbele,Mimun,04/19/1978,M,Italia,Italia,F839
rec_944,entity_784,B,Niccol Giovanni,Mornati,06/02/1963,M,Italia,Italia,A455
rec_945,entity_675,B,Stefano,Desideri,05/09/1966,M,Italia,Italia,C895
rec_949,entity_1984,B,Andriy,Shafraniuk,09/11/1988,M,Ucraina,Ucraina,Z138
rec_952,entity_1481,B,Iliaz,Vrioni,05/06/1991,M,Albania,Albania,Z100
rec_956,entity_985,B,Carlo,Lievore,09/05/1986,M,Italia,Italia,F061
rec_957,entity_532,B,Umberto,Silvestri,06/29/1960,M,Italia,Italia,B885
rec_958,entity_1136,B,Mirko,Fahtozzi,03/04/1969,M,Italia,Italia,A028
rec_961,entity_650,B,Giancarlo,Bruscantini,09/12/1983,M,Italia,Italia,L781
rec_962,entity_1480,B,Claudiu Gabriel,Marin,03/08/1984,M,Italia,Romania,L736
rec_969,entity_1605,B,Monday,Jsmes,10/14/1990,M,Nigeria,Nigeria,Z335
